Texture: mono_dejavu_sans_110.png
0000	0	0	8	18	1
04DE	851	133	858	151	1	1
04DF	859	133	866	151	1	1
04E0	867	133	876	151
04E1	877	133	886	151
04E2	887	133	894	151	1	1
04E3	895	133	902	151	1	1
04E4	903	133	910	151	1	1
04E5	911	133	918	151	1	1
04E6	919	133	926	151	1	1
04E7	927	133	934	151	1	1
04E8	935	133	944	151
04E9	945	133	954	151
04EA	955	133	964	151
04EB	965	133	974	151
04EC	975	133	982	151	1	1
04ED	983	133	990	151	1	1
04EE	991	133	1000	151
04EF	1001	133	1008	151	1	1
04F0	1009	133	1018	151
04F1	0	152	7	170	1	1
04F2	8	152	17	170
04F3	18	152	25	170	1	1
04F4	26	152	33	170	1	1
04F5	34	152	41	170	1	1
04F6	42	152	50	170	1
04F7	51	152	58	170	1	1
04F8	59	152	68	170
04F9	69	152	78	170
0510	79	152	86	170	1	1
0511	87	152	93	170	1	2
051A	94	152	101	170	1	1
051B	102	152	109	170	1	1
051C	110	152	119	170
051D	120	152	129	170
0531	130	152	139	170
0532	140	152	149	170
0533	150	152	159	170
0534	160	152	169	170
0535	170	152	179	170
0536	180	152	189	170
0537	190	152	199	170
0538	200	152	209	170
0539	210	152	219	170
053A	220	152	229	170
053B	230	152	239	170
053C	240	152	247	170	1	1
053D	248	152	257	170
053E	258	152	267	170
053F	268	152	277	170
0540	278	152	287	170
0541	288	152	297	170
0542	298	152	307	170
0543	308	152	317	170
0544	318	152	327	170
0545	328	152	337	170
0546	338	152	347	170
0547	348	152	357	170
0548	358	152	367	170
0549	368	152	377	170
054A	378	152	387	170
054B	388	152	397	170
054C	398	152	407	170
054D	408	152	417	170
054E	418	152	427	170
054F	428	152	437	170
0550	438	152	447	170
0551	448	152	457	170
0552	458	152	467	170
0553	468	152	477	170
0554	478	152	487	170
0555	488	152	495	170	1	1
0556	496	152	505	170
0559	506	152	509	170	3	3
055A	510	152	513	170	3	3
055B	514	152	519	170	2	2
055C	520	152	527	170	1	1
055D	528	152	533	170	2	2
055E	534	152	543	170
055F	544	152	551	170	1	1
0561	552	152	561	170
0562	562	152	569	170	1	1
0563	570	152	579	170
0564	580	152	589	170
0565	590	152	597	170	1	1
0566	598	152	607	170
0567	608	152	615	170	1	1
0568	616	152	623	170	1	1
0569	624	152	633	170
056A	634	152	643	170
056B	644	152	651	170	1	1
056C	652	152	657	170	2	2
056D	658	152	667	170
056E	668	152	677	170
056F	678	152	685	170	1	1
0570	686	152	693	170	1	1
0571	694	152	701	170	1	1
0572	702	152	711	170
0573	712	152	719	170	1	1
0574	720	152	727	170	1	1
0575	728	152	733	170	2	2
0576	734	152	743	170
0577	744	152	751	170	1	1
0578	752	152	759	170	1	1
0579	760	152	767	170	1	1
057A	768	152	777	170
057B	778	152	785	170	1	1
057C	786	152	795	170
057D	796	152	803	170	1	1
057E	804	152	813	170
057F	814	152	823	170
0580	824	152	831	170	1	1
0581	832	152	839	170	1	1
0582	840	152	847	170	1	1
0583	848	152	857	170
0584	858	152	867	170
0585	868	152	875	170	1	1
0586	876	152	885	170
0587	886	152	895	170
0589	896	152	899	170	3	3
058A	900	152	905	170	2	2
0606	906	152	915	170
0607	916	152	925	170
0609	926	152	935	170
060A	936	152	945	170
060C	946	152	949	170	3	3
0615	950	152	955	170	2	2
061B	956	152	959	170	3	3
061F	960	152	967	170	1	1
0621	968	152	973	170	3	1
0622	974	152	981	170	1	1
0623	982	152	985	170	3	3
0624	986	152	995	170
0625	996	152	999	170	3	3
0626	1000	152	1009	170
0627	1010	152	1013	170	3	3
0628	1014	152	1023	170
0629	0	171	7	189	1	1
062A	8	171	17	189
062B	18	171	27	189
062C	28	171	37	189
062D	38	171	47	189
062E	48	171	57	189
062F	58	171	65	189	1	1
0630	66	171	73	189	1	1
0631	74	171	84	189	-1
0632	85	171	95	189	-1
0633	96	171	107	189	-2
0634	108	171	119	189	-2
0635	120	171	131	189	-2
0636	132	171	143	189	-2
0637	144	171	153	189
0638	154	171	163	189
0639	164	171	173	189
063A	174	171	183	189
0640	184	171	195	189	-1	-1
0641	196	171	206	189	-1
0642	207	171	216	189
0643	217	171	226	189
0644	227	171	236	189
0645	237	171	246	189
0646	247	171	256	189
0647	257	171	264	189	1	1
0648	265	171	274	189
0649	275	171	284	189
064A	285	171	294	189
064B	295	171	300	189	2	2
064C	301	171	307	189	1	2
064D	308	171	313	189	2	2
064E	314	171	319	189	2	2
064F	320	171	325	189	2	2
0650	326	171	331	189	2	2
0651	332	171	339	189	1	1
0652	340	171	345	189	2	2
0653	346	171	353	189	1	1
0654	354	171	357	189	3	3
0655	358	171	361	189	3	3
065A	362	171	367	189	2	2
0660	368	171	371	189	3	3
0661	372	171	377	189	2	2
0662	378	171	386	189	1
0663	387	171	396	189
0664	397	171	404	189	1	1
0665	405	171	414	189
0666	415	171	424	189
0667	425	171	434	189
0668	435	171	444	189
0669	445	171	453	189	1
066A	454	171	461	189	1	1
066B	462	171	467	189	2	2
066C	468	171	471	189	3	3
066D	472	171	479	189	1	1
0674	480	171	483	189	3	3
0679	484	171	493	189
067A	494	171	503	189
067B	504	171	513	189
067E	514	171	523	189
067F	524	171	533	189
0680	534	171	543	189
0683	544	171	553	189
0684	554	171	563	189
0686	564	171	574	189	0	-1
0687	575	171	585	189	0	-1
0691	586	171	597	189	-1	-1
0698	598	171	609	189	-1	-1
06A4	610	171	620	189	-1
06A9	621	171	631	189	0	-1
06AF	632	171	642	189	0	-1
06BE	643	171	653	189	-1
06CC	654	171	663	189
06F0	664	171	667	189	3	3
06F1	668	171	673	189	2	2
06F2	674	171	682	189	1
06F3	683	171	692	189
06F4	693	171	702	189
06F5	703	171	712	189
06F6	713	171	720	189	1	1
06F7	721	171	730	189
06F8	731	171	740	189
06F9	741	171	749	189	1
0E81	750	171	759	189
0E82	760	171	770	189	0	-1
0E84	771	171	780	189
0E87	781	171	788	189	1	1
0E88	789	171	798	189
0E8A	799	171	808	189
0E8D	809	171	818	189
0E94	819	171	827	189	1
0E95	828	171	837	189
0E96	838	171	847	189
0E97	848	171	857	189
0E99	858	171	867	189
0E9A	868	171	875	189	1	1
0E9B	876	171	883	189	1	1
0E9C	884	171	894	189	0	-1
0E9D	895	171	904	189
0E9E	905	171	914	189
0E9F	915	171	924	189
0EA1	925	171	934	189
0EA2	935	171	944	189
0EA3	945	171	954	189
0EA5	955	171	964	189
0EA7	965	171	974	189
0EAA	975	171	985	189	0	-1
0EAB	986	171	995	189
0EAD	996	171	1005	189
0EAE	1006	171	1015	189
0EAF	0	190	9	208
0EB0	10	190	19	208
0EB1	20	190	29	208
0EB2	30	190	39	208
0EB3	40	190	56	208	-7
0EB4	57	190	66	208
0EB5	67	190	78	208	-1	-1
0EB6	79	190	88	208
0EB7	89	190	99	208	0	-1
0EB8	100	190	105	208	2	2
0EB9	106	190	111	208	2	2
0EBB	112	190	123	208	-1	-1
0EBC	124	190	133	208
0EC8	134	190	137	208	3	3
0EC9	138	190	147	208
0ECA	148	190	159	208	0	-2
0ECB	160	190	165	208	2	2
0ECC	166	190	175	208
0ECD	176	190	181	208	2	2
10D0	182	190	191	208
10D1	192	190	201	208
10D2	202	190	211	208
10D3	212	190	221	208
10D4	222	190	231	208
10D5	232	190	241	208
10D6	242	190	251	208
10D7	252	190	261	208
10D8	262	190	271	208
10D9	272	190	281	208
10DA	282	190	291	208
10DB	292	190	301	208
10DC	302	190	311	208
10DD	312	190	321	208
10DE	322	190	331	208
10DF	332	190	341	208
10E0	342	190	351	208
10E1	352	190	361	208
10E2	362	190	371	208
10E3	372	190	381	208
10E4	382	190	391	208
10E5	392	190	401	208
10E6	402	190	411	208
10E7	412	190	421	208
10E8	422	190	431	208
10E9	432	190	441	208
10EA	442	190	451	208
10EB	452	190	461	208
10EC	462	190	471	208
10ED	472	190	481	208
10EE	482	190	491	208
10EF	492	190	501	208
10F0	502	190	511	208
10F1	512	190	521	208
10F2	522	190	531	208
10F3	532	190	541	208
10F4	542	190	551	208
10F5	552	190	561	208
10F6	562	190	571	208
10F7	572	190	581	208
10F8	582	190	591	208
10F9	592	190	601	208
10FA	602	190	609	208	1	1
10FB	610	190	615	208	2	2
10FC	616	190	621	208	2	2
1D02	622	190	631	208
1D08	632	190	641	208
1D09	642	190	651	208
1D14	652	190	661	208
1D16	662	190	671	208
1D17	672	190	681	208
1D1D	682	190	691	208
1D1E	692	190	701	208
1D1F	702	190	711	208
1D2C	712	190	719	208	1	1
1D2D	720	190	727	208	1	1
1D2E	728	190	733	208	2	2
1D30	734	190	739	208	2	2
1D31	740	190	745	208	2	2
1D32	746	190	751	208	2	2
1D33	752	190	757	208	2	2
1D34	758	190	763	208	2	2
1D35	764	190	769	208	2	2
1D36	770	190	775	208	2	2
1D37	776	190	781	208	2	2
1D38	782	190	787	208	2	2
1D39	788	190	793	208	2	2
1D3A	794	190	799	208	2	2
1D3B	800	190	805	208	2	2
1D3C	806	190	811	208	2	2
1D3E	812	190	817	208	2	2
1D3F	818	190	823	208	2	2
1D40	824	190	829	208	2	2
1D41	830	190	835	208	2	2
1D42	836	190	843	208	1	1
1D43	844	190	849	208	2	2
1D44	850	190	855	208	2	2
1D45	856	190	861	208	2	2
1D46	862	190	869	208	1	1
1D47	870	190	875	208	2	2
1D48	876	190	881	208	2	2
1D49	882	190	887	208	2	2
1D4A	888	190	893	208	2	2
1D4B	894	190	899	208	2	2
1D4C	900	190	905	208	2	2
1D4D	906	190	911	208	2	2
1D4E	912	190	917	208	2	2
1D4F	918	190	923	208	2	2
1D50	924	190	929	208	2	2
1D51	930	190	935	208	2	2
1D52	936	190	941	208	2	2
1D53	942	190	947	208	2	2
1D54	948	190	953	208	2	2
1D55	954	190	959	208	2	2
1D56	960	190	965	208	2	2
1D57	966	190	971	208	2	2
1D58	972	190	977	208	2	2
1D59	978	190	985	208	1	1
1D5A	986	190	991	208	2	2
1D5B	992	190	997	208	2	2
1D62	998	190	1003	208	2	2
1D63	1004	190	1009	208	2	2
1D64	1010	190	1015	208	2	2
1D65	1016	190	1021	208	2	2
1D77	0	209	8	227	0	1
1D78	9	209	14	227	2	2
1D7B	15	209	24	227
1D85	25	209	33	227	0	1
1D9B	34	209	39	227	2	2
1D9C	40	209	45	227	2	2
1D9D	46	209	51	227	2	2
1D9E	52	209	57	227	2	2
1D9F	58	209	63	227	2	2
1DA0	64	209	69	227	2	2
1DA1	70	209	75	227	2	2
1DA2	76	209	81	227	2	2
1DA3	82	209	87	227	2	2
1DA4	88	209	93	227	2	2
1DA5	94	209	99	227	2	2
1DA6	100	209	105	227	2	2
1DA7	106	209	111	227	2	2
1DA8	112	209	117	227	2	2
1DA9	118	209	123	227	2	2
1DAA	124	209	129	227	2	2
1DAB	130	209	135	227	2	2
1DAC	136	209	141	227	2	2
1DAD	142	209	147	227	2	2
1DAE	148	209	153	227	2	2
1DAF	154	209	159	227	2	2
1DB0	160	209	165	227	2	2
1DB1	166	209	171	227	2	2
1DB2	172	209	179	227	1	1
1DB3	180	209	185	227	2	2
1DB4	186	209	191	227	2	2
1DB5	192	209	197	227	2	2
1DB6	198	209	203	227	2	2
1DB7	204	209	209	227	2	2
1DB9	210	209	215	227	2	2
1DBA	216	209	221	227	2	2
1DBB	222	209	227	227	2	2
1DBC	228	209	235	227	1	1
1DBD	236	209	241	227	2	2
1DBE	242	209	247	227	2	2
1DBF	248	209	253	227	2	2
1E00	254	209	261	227	1	1
1E01	262	209	269	227	1	1
1E02	270	209	277	227	1	1
1E03	278	209	285	227	1	1
1E04	286	209	293	227	1	1
1E05	294	209	301	227	1	1
1E06	302	209	309	227	1	1
1E07	310	209	317	227	1	1
1E08	318	209	325	227	1	1
1E09	326	209	333	227	1	1
1E0A	334	209	341	227	1	1
1E0B	342	209	349	227	1	1
1E0C	350	209	357	227	1	1
1E0D	358	209	365	227	1	1
1E0E	366	209	373	227	1	1
1E0F	374	209	381	227	1	1
1E10	382	209	389	227	1	1
1E11	390	209	397	227	1	1
1E12	398	209	405	227	1	1
1E13	406	209	413	227	1	1
1E18	414	209	421	227	1	1
1E19	422	209	429	227	1	1
1E1A	430	209	437	227	1	1
1E1B	438	209	445	227	1	1
1E1C	446	209	453	227	1	1
1E1D	454	209	461	227	1	1
1E1E	462	209	469	227	1	1
1E1F	470	209	477	227	1	1
1E20	478	209	485	227	1	1
1E21	486	209	493	227	1	1
1E22	494	209	501	227	1	1
1E23	502	209	509	227	1	1
1E24	510	209	517	227	1	1
1E25	518	209	525	227	1	1
1E26	526	209	533	227	1	1
1E27	534	209	541	227	1	1
1E28	542	209	549	227	1	1
1E29	550	209	557	227	1	1
1E2A	558	209	565	227	1	1
1E2B	566	209	573	227	1	1
1E2C	574	209	580	227	1	2
1E2D	581	209	589	227	1
1E30	590	209	598	227	1
1E31	599	209	606	227	1	1
1E32	607	209	615	227	1
1E33	616	209	623	227	1	1
1E34	624	209	632	227	1
1E35	633	209	640	227	1	1
1E36	641	209	648	227	1	1
1E37	649	209	656	227	1	1
1E38	657	209	664	227	1	1
1E39	665	209	672	227	1	1
1E3A	673	209	680	227	1	1
1E3B	681	209	688	227	1	1
1E3C	689	209	696	227	1	1
1E3D	697	209	704	227	1	1
1E3E	705	209	712	227	1	1
1E3F	713	209	721	227	1
1E40	722	209	729	227	1	1
1E41	730	209	738	227	1
1E42	739	209	746	227	1	1
1E43	747	209	755	227	1
1E44	756	209	763	227	1	1
1E45	764	209	771	227	1	1
1E46	772	209	779	227	1	1
1E47	780	209	787	227	1	1
1E48	788	209	795	227	1	1
1E49	796	209	803	227	1	1
1E4A	804	209	811	227	1	1
1E4B	812	209	819	227	1	1
1E4C	820	209	827	227	1	1
1E4D	828	209	835	227	1	1
1E54	836	209	843	227	1	1
1E55	844	209	851	227	1	1
1E56	852	209	859	227	1	1
1E57	860	209	867	227	1	1
1E58	868	209	876	227	1
1E59	877	209	883	227	2	1
1E5A	884	209	892	227	1
1E5B	893	209	899	227	2	1
1E5C	900	209	908	227	1
1E5D	909	209	915	227	2	1
1E5E	916	209	924	227	1
1E5F	925	209	931	227	2	1
1E60	932	209	939	227	1	1
1E61	940	209	947	227	1	1
1E62	948	209	955	227	1	1
1E63	956	209	963	227	1	1
1E68	964	209	971	227	1	1
1E69	972	209	979	227	1	1
1E6A	980	209	988	227	0	1
1E6B	989	209	996	227	1	1
1E6C	997	209	1005	227	0	1
1E6D	1006	209	1013	227	1	1
1E6E	1014	209	1022	227	0	1
1E6F	0	228	7	246	1	1
1E70	8	228	16	246	0	1
1E71	17	228	24	246	1	1
1E72	25	228	32	246	1	1
1E73	33	228	40	246	1	1
1E74	41	228	48	246	1	1
1E75	49	228	56	246	1	1
1E76	57	228	64	246	1	1
1E77	65	228	72	246	1	1
1E78	73	228	80	246	1	1
1E79	81	228	88	246	1	1
1E7C	89	228	96	246	1	1
1E7D	97	228	104	246	1	1
1E7E	105	228	112	246	1	1
1E7F	113	228	120	246	1	1
1E80	121	228	130	246
1E81	131	228	140	246
1E82	141	228	150	246
1E83	151	228	160	246
1E84	161	228	170	246
1E85	171	228	180	246
1E86	181	228	190	246
1E87	191	228	200	246
1E88	201	228	210	246
1E89	211	228	220	246
1E8A	221	228	228	246	1	1
1E8B	229	228	236	246	1	1
1E8C	237	228	244	246	1	1
1E8D	245	228	252	246	1	1
1E8E	253	228	261	246	0	1
1E8F	262	228	269	246	1	1
1E90	270	228	277	246	1	1
1E91	278	228	285	246	1	1
1E92	286	228	293	246	1	1
1E93	294	228	301	246	1	1
1E94	302	228	309	246	1	1
1E95	310	228	317	246	1	1
1E96	318	228	325	246	1	1
1E97	326	228	333	246	1	1
1E98	334	228	343	246
1E99	344	228	351	246	1	1
1E9B	352	228	359	246	1	1
1E9F	360	228	369	246
1EA0	370	228	377	246	1	1
1EA1	378	228	385	246	1	1
1EAC	386	228	393	246	1	1
1EAD	394	228	401	246	1	1
1EB0	402	228	409	246	1	1
1EB1	410	228	417	246	1	1
1EB6	418	228	425	246	1	1
1EB7	426	228	433	246	1	1
1EB8	434	228	441	246	1	1
1EB9	442	228	449	246	1	1
1EBC	450	228	457	246	1	1
1EBD	458	228	465	246	1	1
1EC6	466	228	473	246	1	1
1EC7	474	228	481	246	1	1
1ECA	482	228	488	246	1	2
1ECB	489	228	497	246	1
1ECC	498	228	505	246	1	1
1ECD	506	228	513	246	1	1
1ED8	514	228	521	246	1	1
1ED9	522	228	529	246	1	1
1EDA	530	228	539	246
1EDB	540	228	549	246
1EDC	550	228	559	246
1EDD	560	228	569	246
1EE0	570	228	579	246
1EE1	580	228	589	246
1EE2	590	228	599	246
1EE3	600	228	609	246
1EE4	610	228	617	246	1	1
1EE5	618	228	625	246	1	1
1EE8	626	228	635	246
1EE9	636	228	645	246
1EEA	646	228	655	246
1EEB	656	228	665	246
1EEE	666	228	675	246
1EEF	676	228	685	246
1EF0	686	228	695	246
1EF1	696	228	705	246
1EF2	706	228	714	246	0	1
1EF3	715	228	722	246	1	1
1EF4	723	228	731	246	0	1
1EF5	732	228	739	246	1	1
1EF8	740	228	748	246	0	1
1EF9	749	228	756	246	1	1
1F00	757	228	766	246
1F01	767	228	776	246
1F02	777	228	786	246
1F03	787	228	796	246
1F04	797	228	806	246
1F05	807	228	816	246
1F06	817	228	826	246
1F07	827	228	836	246
1F08	837	228	845	246	0	1
1F09	846	228	855	246	-1	1
1F0A	856	228	869	246	-5	1
1F0B	870	228	883	246	-5	1
1F0C	884	228	896	246	-4	1
1F0D	897	228	909	246	-4	1
1F0E	910	228	919	246	-1	1
1F0F	920	228	930	246	-2	1
1F10	931	228	937	246	1	2
1F11	938	228	944	246	1	2
1F12	945	228	951	246	1	2
1F13	952	228	958	246	1	2
1F14	959	228	966	246	1	1
1F15	967	228	974	246	1	1
1F18	975	228	985	246	-2	1
1F19	986	228	996	246	-2	1
1F1A	997	228	1011	246	-6	1
1F1B	0	247	14	265	-6	1
1F1C	15	247	29	265	-6	1
1F1D	30	247	44	265	-6	1
1F20	45	247	52	265	1	1
1F21	53	247	60	265	1	1
1F22	61	247	68	265	1	1
1F23	69	247	76	265	1	1
1F24	77	247	84	265	1	1
1F25	85	247	92	265	1	1
1F26	93	247	100	265	1	1
1F27	101	247	108	265	1	1
1F28	109	247	119	265	-2	1
1F29	120	247	130	265	-2	1
1F2A	131	247	145	265	-6	1
1F2B	146	247	160	265	-6	1
1F2C	161	247	175	265	-6	1
1F2D	176	247	190	265	-6	1
1F2E	191	247	202	265	-3	1
1F2F	203	247	214	265	-3	1
1F30	215	247	221	265	2	1
1F31	222	247	228	265	2	1
1F32	229	247	236	265	1	1
1F33	237	247	244	265	1	1
1F34	245	247	252	265	1	1
1F35	253	247	260	265	1	1
1F36	261	247	267	265	2	1
1F37	268	247	274	265	2	1
1F38	275	247	284	265	-2	2
1F39	285	247	294	265	-2	2
1F3A	295	247	308	265	-6	2
1F3B	309	247	322	265	-6	2
1F3C	323	247	336	265	-6	2
1F3D	337	247	350	265	-6	2
1F3E	351	247	361	265	-3	2
1F3F	362	247	372	265	-3	2
1F40	373	247	380	265	1	1
1F41	381	247	388	265	1	1
1F42	389	247	396	265	1	1
1F43	397	247	404	265	1	1
1F44	405	247	412	265	1	1
1F45	413	247	420	265	1	1
1F48	421	247	431	265	-2	1
1F49	432	247	442	265	-2	1
1F4A	443	247	457	265	-6	1
1F4B	458	247	472	265	-6	1
1F4C	473	247	485	265	-4	1
1F4D	486	247	498	265	-4	1
1F50	499	247	508	265
1F51	509	247	518	265
1F52	519	247	528	265
1F53	529	247	538	265
1F54	539	247	548	265
1F55	549	247	558	265
1F56	559	247	568	265
1F57	569	247	578	265
1F59	579	247	590	265	-3	1
1F5B	591	247	606	265	-7	1
1F5D	607	247	622	265	-7	1
1F5F	623	247	635	265	-4	1
1F60	636	247	645	265
1F61	646	247	655	265
1F62	656	247	665	265
1F63	666	247	675	265
1F64	676	247	685	265
1F65	686	247	695	265
1F66	696	247	705	265
1F67	706	247	715	265
1F68	716	247	726	265	-1
1F69	727	247	738	265	-2
1F6A	739	247	754	265	-6
1F6B	755	247	770	265	-6
1F6C	771	247	784	265	-4
1F6D	785	247	798	265	-4
1F6E	799	247	810	265	-2
1F6F	811	247	823	265	-3
1F70	824	247	833	265
1F71	834	247	843	265
1F72	844	247	850	265	1	2
1F73	851	247	857	265	1	2
1F74	858	247	865	265	1	1
1F75	866	247	873	265	1	1
1F76	874	247	881	265	1	1
1F77	882	247	888	265	2	1
1F78	889	247	896	265	1	1
1F79	897	247	904	265	1	1
1F7A	905	247	914	265
1F7B	915	247	924	265
1F7C	925	247	934	265
1F7D	935	247	944	265
1F80	945	247	954	265
1F81	955	247	964	265
1F82	965	247	974	265
1F83	975	247	984	265
1F84	985	247	994	265
1F85	995	247	1004	265
1F86	1005	247	1014	265
1F87	1015	247	1024	265
1F88	0	266	8	284	0	1
1F89	9	266	18	284	-1	1
1F8A	19	266	32	284	-5	1
1F8B	33	266	46	284	-5	1
1F8C	47	266	59	284	-4	1
1F8D	60	266	72	284	-4	1
1F8E	73	266	82	284	-1	1
1F8F	83	266	93	284	-2	1
1F90	94	266	101	284	1	1
1F91	102	266	109	284	1	1
1F92	110	266	117	284	1	1
1F93	118	266	125	284	1	1
1F94	126	266	133	284	1	1
1F95	134	266	141	284	1	1
1F96	142	266	149	284	1	1
1F97	150	266	157	284	1	1
1F98	158	266	168	284	-2	1
1F99	169	266	179	284	-2	1
1F9A	180	266	194	284	-6	1
1F9B	195	266	209	284	-6	1
1F9C	210	266	224	284	-6	1
1F9D	225	266	239	284	-6	1
1F9E	240	266	251	284	-3	1
1F9F	252	266	263	284	-3	1
1FA0	264	266	273	284
1FA1	274	266	283	284
1FA2	284	266	293	284
1FA3	294	266	303	284
1FA4	304	266	313	284
1FA5	314	266	323	284
1FA6	324	266	333	284
1FA7	334	266	343	284
1FA8	344	266	354	284	-1
1FA9	355	266	366	284	-2
1FAA	367	266	382	284	-6
1FAB	383	266	398	284	-6
1FAC	399	266	412	284	-4
1FAD	413	266	426	284	-4
1FAE	427	266	438	284	-2
1FAF	439	266	451	284	-3
1FB0	452	266	461	284
1FB1	462	266	471	284
1FB2	472	266	481	284
1FB3	482	266	491	284
1FB4	492	266	501	284
1FB6	502	266	511	284
1FB7	512	266	521	284
1FB8	522	266	529	284	1	1
1FB9	530	266	537	284	1	1
1FBA	538	266	548	284	-2	1
1FBB	549	266	558	284	-1	1
1FBC	559	266	566	284	1	1
1FBD	567	266	570	284	3	3
1FBE	571	266	574	284	3	3
1FBF	575	266	578	284	3	3
1FC0	579	266	584	284	2	2
1FC1	585	266	590	284	2	2
1FC2	591	266	598	284	1	1
1FC3	599	266	606	284	1	1
1FC4	607	266	614	284	1	1
1FC6	615	266	622	284	1	1
1FC7	623	266	630	284	1	1
1FC8	631	266	643	284	-4	1
1FC9	644	266	655	284	-3	1
1FCA	656	266	668	284	-4	1
1FCB	669	266	680	284	-3	1
1FCC	681	266	688	284	1	1
1FCD	689	266	695	284	1	2
1FCE	696	266	703	284	1	1
1FCF	704	266	709	284	2	2
1FD0	710	266	716	284	2	1
1FD1	717	266	723	284	2	1
1FD2	724	266	731	284	1	1
1FD3	732	266	738	284	2	1
1FD6	739	266	745	284	2	1
1FD7	746	266	752	284	2	1
1FD8	753	266	759	284	1	2
1FD9	760	266	766	284	1	2
1FDA	767	266	778	284	-4	2
1FDB	779	266	789	284	-3	2
1FDD	790	266	796	284	1	2
1FDE	797	266	804	284	1	1
1FDF	805	266	810	284	2	2
1FE0	811	266	820	284
1FE1	821	266	830	284
1FE2	831	266	840	284
1FE3	841	266	850	284
1FE4	851	266	859	284	1
1FE5	860	266	868	284	1
1FE6	869	266	878	284
1FE7	879	266	888	284
1FE8	889	266	897	284	0	1
1FE9	898	266	906	284	0	1
1FEA	907	266	919	284	-4	1
1FEB	920	266	932	284	-4	1
1FEC	933	266	943	284	-2	1
1FED	944	266	950	284	1	2
1FEE	951	266	956	284	2	2
1FEF	957	266	961	284	1	4
1FF2	962	266	971	284
1FF3	972	266	981	284
1FF4	982	266	991	284
1FF6	992	266	1001	284
1FF7	1002	266	1011	284
1FF8	1012	266	1024	284	-4	1
1FF9	0	285	10	303	-2	1
1FFA	11	285	24	303	-4
1FFB	25	285	35	303	-1
1FFC	36	285	44	303	1
1FFD	45	285	49	303	3	2
1FFE	50	285	53	303	3	3
2000	54	285	55	303	0	8
2001	56	285	57	303	0	8
2002	58	285	59	303	0	8
2003	60	285	61	303	0	8
2004	62	285	63	303	0	8
2005	64	285	65	303	0	8
2006	66	285	67	303	0	8
2007	68	285	69	303	0	8
2008	70	285	71	303	0	8
2009	72	285	73	303	0	8
200A	74	285	75	303	0	8
2010	76	285	81	303	2	2
2011	82	285	87	303	2	2
2012	88	285	97	303
2013	98	285	107	303
2014	108	285	117	303
2015	118	285	127	303
2017	128	285	137	303
2018	138	285	141	303	3	3
2019	142	285	145	303	3	3
201A	146	285	149	303	2	4
201B	150	285	154	303	3	2
201C	155	285	162	303	1	1
201D	163	285	170	303	1	1
201E	171	285	178	303	1	1
201F	179	285	186	303	1	1
2020	187	285	193	303	2	1
2021	194	285	200	303	2	1
2022	201	285	206	303	2	2
2023	207	285	214	303	1	1
2026	215	285	223	303	0	1
202F	224	285	225	303	0	8
2030	226	285	235	303
2031	236	285	245	303
2032	246	285	251	303	2	2
2033	252	285	259	303	1	1
2034	260	285	271	303	-1	-1
2035	272	285	277	303	2	2
2036	278	285	285	303	1	1
2037	286	285	297	303	-1	-1
2039	298	285	301	303	3	3
203A	302	285	305	303	3	3
203C	306	285	312	303	2	1
203D	313	285	320	303	1	1
203E	321	285	330	303
2045	331	285	335	303	3	2
2046	336	285	340	303	2	3
2047	341	285	350	303
2048	351	285	359	303	0	1
2049	360	285	367	303	2
204B	368	285	376	303	1
205F	377	285	378	303	0	8
2070	379	285	384	303	2	2
2071	385	285	390	303	2	2
2074	391	285	396	303	2	2
2075	397	285	402	303	2	2
2076	403	285	408	303	2	2
2077	409	285	414	303	2	2
2078	415	285	420	303	2	2
2079	421	285	426	303	2	2
207A	427	285	432	303	2	2
207B	433	285	438	303	2	2
207C	439	285	444	303	2	2
207D	445	285	448	303	3	3
207E	449	285	452	303	3	3
207F	453	285	458	303	2	2
2080	459	285	464	303	2	2
2081	465	285	470	303	2	2
2082	471	285	476	303	2	2
2083	477	285	482	303	2	2
2084	483	285	488	303	2	2
2085	489	285	494	303	2	2
2086	495	285	500	303	2	2
2087	501	285	506	303	2	2
2088	507	285	512	303	2	2
2089	513	285	518	303	2	2
208A	519	285	524	303	2	2
208B	525	285	530	303	2	2
208C	531	285	536	303	2	2
208D	537	285	540	303	3	3
208E	541	285	544	303	3	3
2090	545	285	550	303	2	2
2091	551	285	556	303	2	2
2092	557	285	562	303	2	2
2093	563	285	570	303	1	1
2094	571	285	576	303	2	2
2095	577	285	582	303	2	2
2096	583	285	588	303	2	2
2097	589	285	594	303	2	2
2098	595	285	600	303	2	2
2099	601	285	606	303	2	2
209A	607	285	612	303	2	2
209B	613	285	618	303	2	2
209C	619	285	624	303	2	2
20A0	625	285	634	303
20A1	635	285	644	303
20A2	645	285	654	303
20A3	655	285	664	303
20A4	665	285	673	303	0	1
20A5	674	285	683	303
20A6	684	285	693	303
20A7	694	285	703	303
20A8	704	285	713	303
20A9	714	285	723	303
20AA	724	285	733	303
20AB	734	285	742	303	1
20AC	743	285	751	303	0	1
20AD	752	285	761	303
20AE	762	285	771	303
20AF	772	285	781	303
20B0	782	285	791	303
20B1	792	285	801	303
20B2	802	285	811	303
20B3	812	285	821	303
20B4	822	285	831	303
20B5	832	285	841	303
20B8	842	285	851	303
20B9	852	285	861	303
2102	862	285	869	303	1	1
2105	870	285	879	303
210D	880	285	889	303
210E	890	285	899	303
